comment_id,post_id,sentiment,sentiment_score
c_158799751390159367,aP76zeG,neutral,0
c_158799751594661952,ayeEZDr,negative,-1
c_158799752852912614,aQd6B3K,neutral,0
c_158799753112669672,aBm9X8N,positive,1
c_158799753755321885,aQd6DEK,neutral,0
c_158799754521535048,a2WEjB9,neutral,0
c_158799754619107722,aWxB9VK,neutral,0
c_158799755509318639,aMxeW1G,positive,1
c_158799756099496740,aqn4BvM,neutral,0
c_158799756941041655,awBNZqD,negative,-1
c_158799757225903130,aMxeWrV,negative,-1
c_158799757374054643,aNgmGOw,neutral,0
c_158799758030877986,avz2XBb,neutral,0
c_158799758085585210,aEPdNEO,negative,-1
c_158799758140162904,aD4RMjG,positive,1
c_158799758351715124,aBm9bLA,positive,1
c_158799758749191550,aBm9X8N,positive,1
c_158799758772966676,azm7vMm,neutral,0
c_158799759059922779,aQd6DEK,negative,-1
c_158799759078873978,aMxeWrV,neutral,0
c_158799759252903239,ax9EQDn,neutral,0
c_158799759341985065,aBm9jpA,neutral,0
c_158799759640403515,avz24rn,neutral,0
c_158799759887701164,aNgmGOw,negative,-1
c_158799759933424581,aMxeW5A,negative,-1
c_158799760192785598,ax9EQ5b,negative,-1
c_158799760807968890,aqn4pyj,neutral,0
c_158799762835581966,avz2Bpq,positive,1
c_158799762953884891,a43pr7Q,positive,1
c_158799763140787169,avz2BRE,neutral,0
c_158799763258562447,aYyjZLm,neutral,0
c_158799764035252998,a8GdnrQ,negative,-1
c_158799764107863208,a5Wp9xy,positive,1
c_158799765370229609,abG3Lrv,positive,1
c_158799766125672213,arV1rG7,negative,-1
c_158799766445025270,a5Wp9xy,negative,-1
c_158799766493447952,aNgm8N4,negative,-1
c_158799766780499530,ayeEm6Y,neutral,0
c_158799768897705168,aAeBLbg,negative,-1
c_158799769570943444,azm7vMm,positive,1
c_158799769907141477,aO7oAnR,positive,1
c_158799771370349498,abG3Lrv,neutral,0
c_158799772005751986,aBm9jpA,negative,-1
c_158799772411931743,aYyjm9m,positive,1
c_158799772681081404,arV1ddB,negative,-1
c_158799773564937031,aXgZ28b,positive,1
c_158799773824265795,a3wvem1,negative,-1
c_158799773882472557,aeDKyZq,neutral,0
c_158799774017918338,aBm9jVN,negative,-1
c_158799774085019150,a2WE9oY,neutral,0
c_158799774488333799,arV1DKd,neutral,0
c_158799774787845848,a7Wvmeb,neutral,0
c_158799775369994068,aBm9bRZ,negative,-1
c_158799775433947955,a43pmAd,neutral,0
c_158799776465613545,a7Wvmeb,negative,-1
c_158799776466391529,aBm9bLA,positive,1
c_158799776800374890,aBm9bRZ,negative,-1
c_158799777462415382,aj9QG7w,neutral,0
c_158799777721781755,a2WE9oY,negative,-1
c_158799778373936860,a2WEjB9,neutral,0
c_158799778775649864,aZyqvjz,positive,1
c_158799779203143249,aP76zzB,negative,-1
c_158799780927446000,amvqORy,neutral,0
c_158799781897538924,ax9EQ2D,neutral,0
c_158799782529783622,aoPmGEX,negative,-1
c_158799783642101399,aGdKOWG,neutral,0
c_158799784878636053,a2WEjB9,negative,-1
c_158799785843313263,aZyqvpn,negative,-1
c_158799786827344255,a9nj4MZ,neutral,0
c_158799786835742452,a6Krxdq,negative,-1
c_158799787312643350,aP76pGR,neutral,0
c_158799787319055797,a8GdXBV,neutral,0
c_158799788729109268,aNgm88G,neutral,0
c_158799791610404433,abG3K2B,neutral,0
c_158799792114085305,aeDKPpQ,neutral,0
c_158799792945784873,a43pmLv,positive,1
c_158799793349973077,aAeBqOE,negative,-1
c_158799793998585904,aYyjnMV,neutral,0
c_158799794673405232,a43pBKy,neutral,0
c_158799795071431372,aNgm24v,negative,-1
c_158799795277138282,arV199X,negative,-1
c_158799795448044744,amvqbx4,neutral,0
c_158799795525993859,aR76ywj,negative,-1
c_158799795941921876,a5Wp9xy,positive,1
c_158799795960429796,aEPdy7G,positive,1
c_158799796445728195,aO7onNE,neutral,0
c_158799796761109777,a2WEA9E,negative,-1
c_158799797191004389,aP76pGR,neutral,0
c_158799797739811928,arV1DKd,neutral,0
c_158799797890775641,adVyrQQ,negative,-1
c_158799798091891314,abG3KDE,positive,1
c_158799798241499429,aO7oADD,positive,1
c_158799798857296770,abG3KjL,neutral,0
c_158799799413723872,a5WpyRr,neutral,0
c_158799799424968314,aMxeW8R,negative,-1
c_158799800057219975,a43pmLv,neutral,0
c_158799800188491320,a2WE9oY,negative,-1
c_158799800269859205,avz24QO,neutral,0
c_158799801069408593,an4e8bb,neutral,0
c_158799802149754031,a3wvz51,negative,-1
c_158799802494391180,a6KreON,neutral,0
c_158799803560489946,arV1rgB,neutral,0
c_158799803567115145,apGKV3M,neutral,0
c_158799803674527156,aNgmGPr,neutral,0
c_158799803989445461,a9nj4Pj,neutral,0
c_158799804084239973,aoPmAyn,negative,-1
c_158799805210541459,aP76VGG,neutral,0
c_158799805398214256,aZyqVMX,positive,1
c_158799806390066466,arV1DKd,negative,-1
c_158799806791192627,aAeBqxg,neutral,0
c_158799807352473991,aGdKrYG,neutral,0
c_158799807381756912,aBm9jZZ,positive,1
c_158799807768331495,aBm9bLA,neutral,0
c_158799808098839459,a5WpxbV,negative,-1
c_158799808224973834,a0NvDLn,neutral,0
c_158799808919846027,aVwjdEn,neutral,0
c_158799809350072702,a0NvxXO,neutral,0
c_158799809419055164,amvqOOV,negative,-1
c_158799809983049730,abG3ddO,negative,-1
c_158799810739727979,aAeBZGR,neutral,0
c_158799811843308731,a3wvz51,negative,-1
c_158799812469966761,aAeBqop,positive,1
c_158799812666961877,a2WEA9E,neutral,0
c_158799812725245398,abG3Lrv,positive,1
c_158799813007966867,aBm9jZZ,neutral,0
c_158799813235049472,ax9EeMp,neutral,0
c_158799813754886587,apGKnRE,negative,-1
c_158799813765469800,an4e8bb,positive,1
c_158799814136359982,a1WpqwY,neutral,0
c_158799814353967486,a6Kr4WA,negative,-1
c_158799814655363557,a3wvz51,neutral,0
c_158799815028082271,avz2BVd,neutral,0
c_158799815565699806,a7WvP8A,neutral,0
c_158799816306457308,aAeBqDg,negative,-1
c_158799816788927811,a43pmLv,neutral,0
c_158799818142864242,amvqKz9,neutral,0
c_158799818297606501,a43pBKy,negative,-1
c_158799818448054865,aLw6OD5,negative,-1
c_158799818703389011,aMxeW8R,neutral,0
c_158799819432551603,a8GdVz6,positive,1
c_158799820827921969,aO7oA26,neutral,0
c_158799821344873707,aZyqoPV,positive,1
c_158799821635852118,aVwj93d,positive,1
c_158799822733427286,aoPm8X3,positive,1
c_158799823391991449,aBm9bMP,neutral,0
c_158799823640705521,a9nj4Pj,neutral,0
c_158799823794038445,a9njVNW,neutral,0
c_158799824565369272,arV1D17,positive,1
c_158799824576613922,aoPmGEX,negative,-1
c_158799825238485861,aBm9jpA,neutral,0
c_158799826291001338,aQd6BPz,negative,-1
c_158799826423489243,arV1rgB,positive,1
c_158799826621729351,a7WvAEw,positive,1
c_158799826717417899,aP76zeG,positive,1
c_158799827436148992,aBm9bE1,negative,-1
c_158799828583443996,a3wvnvm,negative,-1
c_158799828743743861,aqn4V7L,negative,-1
c_158799829091741515,azm7vMm,positive,1
c_158799829124003083,aK748nO,positive,1
c_158799829443034705,a3wvzgv,positive,1
c_158799830853556285,aBm9jpA,negative,-1
c_158799831179624784,a8GdQrY,neutral,0
c_158799831889506163,aBm9bRZ,neutral,0
c_158799832886293989,adVy47d,negative,-1
c_158799833410987199,an4e0q5,neutral,0
c_158799834954974618,a7WvPnm,positive,1
c_158799835230695410,aP76zwg,neutral,0
c_158799835345075860,arV1rrp,neutral,0
c_158799835802981275,amvqKn4,neutral,0
c_158799835872702866,aeDKy6p,neutral,0
c_158799836072623766,awBNG7r,positive,1
c_158799836277077857,agAr6Pw,negative,-1
c_158799836343055776,aGdK66X,neutral,0
c_158799837274323226,a8GdQrY,neutral,0
c_158799837823991231,avz2AeO,neutral,0
c_158799838243393302,aWxBP66,negative,-1
c_158799838634589482,a9nj4Pj,negative,-1
c_158799839365012783,abG3Lrv,positive,1
c_158799839416625233,a8GdXBV,positive,1
c_158799839500204761,aVwjBLw,negative,-1
c_158799840188966719,abG3KjL,positive,1
c_158799840331101512,adVydzM,positive,1
c_158799840867991008,a6KrB0L,positive,1
c_158799840957223007,aVwjLPy,negative,-1
c_158799841355726341,aVwj93d,negative,-1
c_158799841861681030,aO7oAXN,neutral,0
c_158799841999823064,amvqO9X,positive,1
c_158799842247821774,a43pBKy,neutral,0
c_158799843085617769,aBm9bMP,neutral,0
c_158799843193205496,arV1DKd,neutral,0
c_158799843598261902,aO7oAnR,positive,1
c_158799844187735339,aLw6bev,positive,1
c_158799844861916621,aAeBLbg,negative,-1
c_158799844999295425,arV1DKd,positive,1
c_158799845446774083,aP76zeG,positive,1
c_158799846827461941,agArZvr,negative,-1
c_158799847451775888,aBm9jpA,positive,1
c_158799847544017656,amvqOzv,neutral,0
c_158799847620927353,avz2D8Z,negative,-1
c_158799848273446301,aWxBPR3,negative,-1
c_158799848388448006,aeDKy6p,positive,1
c_158799848641294174,aBm9NXQ,neutral,0
c_158799849309136262,avz24OX,neutral,0
c_158799849353671673,aVwj9Qy,neutral,0
c_158799850051295338,a6Kr4WA,neutral,0
c_158799850286359226,a2WEjB9,negative,-1
c_158799850608708269,aeDKyZq,neutral,0
c_158799850840687550,aEPdjoM,negative,-1
c_158799851847546395,aQd6D62,positive,1
c_158799852178194994,agArpw1,negative,-1
c_158799852700944967,amvqdwX,negative,-1
c_158799853790981514,azm7vEN,neutral,0
c_158799854544957749,a7WvPnm,positive,1
c_158799854574595601,aO7oA0v,positive,1
c_158799855158766288,a8GdQKp,positive,1
c_158799855335459921,aEPdNN9,positive,1
c_158799857031863514,agArdXK,positive,1
c_158799857073926178,abG3Lrv,neutral,0
c_158799857299032612,a6Kr3Pb,negative,-1
c_158799857352765811,azm7oAb,neutral,0
c_158799857519362783,aeDKyZq,positive,1
c_158799857524306495,aBm9X8N,neutral,0
c_158799859058462902,amvqOOV,negative,-1
c_158799859755422720,amvqKz9,positive,1
c_158799860950154660,arV1ddB,negative,-1
c_158799861111803849,a8GdXBV,neutral,0
c_158799861210658035,aP76nZP,neutral,0
c_158799861236394156,aXgZeAz,negative,-1
c_158799861483446272,a8GdQ3e,positive,1
c_158799862294862358,azm7D4m,negative,-1
c_158799863613464259,aEPdQPo,neutral,0
c_158799863706153249,avz2XLW,neutral,0
c_158799864345749065,ayeEV1X,neutral,0
c_158799865617483323,a3wve9N,neutral,0
c_158799866377845725,agArpw1,neutral,0
c_158799866455933370,a6Kr3Pb,neutral,0
c_158799867047861721,agAr6Pw,neutral,0
c_158799867233906722,aGdKrn6,positive,1
c_158799867543374839,aWxB066,positive,1
c_158799867829165590,aQd6BPz,neutral,0
c_158799867929796439,a43pxPv,neutral,0
c_158799868022686064,a2WEjB9,neutral,0
c_158799868834393868,aO7oADD,neutral,0
c_158799869708291582,azm7vMm,neutral,0
c_158799870168602663,amvqnN6,neutral,0
c_158799870777315157,aO7oA26,neutral,0
c_158799870877664178,a6KreON,negative,-1
c_158799871554411335,aeDKd9B,negative,-1
c_158799871572116318,aeDKqDp,negative,-1
c_158799871736216376,aO7onNE,neutral,0
c_158799871878007394,aVwj9Qy,neutral,0
c_158799872094325664,aVwj4y8,positive,1
c_158799872181097188,a8GdQrY,neutral,0
c_158799873301285723,a7WvPnm,neutral,0
c_158799873440367421,avz243O,negative,-1
c_158799873561356746,aVwjdEn,positive,1
c_158799873971881826,a43pr7Q,negative,-1
c_158799874206708825,a2WEA9E,neutral,0
c_158799874258595592,a43pB3Z,positive,1
c_158799874416739037,a1WpB58,negative,-1
c_158799876726927204,amvqOzv,negative,-1
c_158799877266192960,a7WvmxL,negative,-1
c_158799878425973786,aVwj93d,neutral,0
c_158799878867004011,a2WE9oY,neutral,0
c_158799880018577681,a9nj4Pj,positive,1
c_158799880436799190,azm7vEN,neutral,0
c_158799880692713388,aXgZdnb,negative,-1
c_158799880808306737,agAr6p6,neutral,0
c_158799881402584518,avz2XBb,neutral,0
c_158799881675505509,aO7ojKv,neutral,0
c_158799882164413383,a2WEjB9,negative,-1
c_158799882530287913,abG3Lrv,positive,1
c_158799883893683806,avz2XBb,neutral,0
c_158799883932431002,aNgmGPr,neutral,0
c_158799884765756882,a6Kr4WA,negative,-1
c_158799885357004468,aGdKdrK,neutral,0
c_158799885437813895,aLw6VwM,neutral,0
c_158799885611083494,aLw6rMA,neutral,0
c_158799885666695225,arV1DKd,positive,1
c_158799886150921934,aeDKqrB,negative,-1
c_158799886323552181,aBm9jZZ,neutral,0
c_158799887349785125,aQd6BPz,neutral,0
c_158799887644144819,a3wvzOQ,neutral,0
c_158799887816915909,aoPmGEX,neutral,0
c_158799887838914463,aEPdy7G,negative,-1
c_158799887960142766,aeDKqrB,neutral,0
c_158799888005566293,a43pB3Z,negative,-1
c_158799889710278741,aP76zeG,neutral,0
c_158799889780822647,a0NvD5L,positive,1
c_158799890453528094,avz24QO,negative,-1
c_158799891041271750,aMxeDb6,neutral,0
c_158799891884646455,a9nj4MZ,neutral,0
c_158799892245997331,agArpw1,neutral,0
c_158799893667373716,azm7vMm,neutral,0
c_158799893687235413,arV1DKd,neutral,0
c_158799894209885073,avz2BjM,neutral,0
c_158799894303379156,aBm9bMP,neutral,0
c_158799895039799402,aqn4BvM,positive,1
c_158799895064313671,aP76dDV,neutral,0
c_158799895785192449,amvqKW6,negative,-1
c_158799896152458744,a8GdQ3e,positive,1
c_158799896819401721,agArpw1,negative,-1
c_158799896868536821,aGdK66X,negative,-1
c_158799898074357934,aeDKqrB,neutral,0
c_158799898411183665,aBm9bMP,neutral,0
c_158799898684011431,aBm9bMP,positive,1
c_158799898885828659,ax9EnD1,positive,1
c_158799901512599484,aeDKqDp,negative,-1
c_158799902236364849,a1WpBq2,neutral,0
c_158799903704281497,a8GdXBV,neutral,0
c_158799905034146741,adVyd2B,negative,-1
c_158799905058436638,avz2BjM,positive,1
c_158799905514392459,aP76zzB,neutral,0
c_158799905623588496,awBN8Or,neutral,0
c_158799905964487135,abG3Lrv,negative,-1
c_158799906033886969,aGdKbvz,negative,-1
c_158799906263519977,aO7oGZ2,neutral,0
c_158799907120539930,agArpw1,positive,1
c_158799907305939830,aD4RMPK,neutral,0
c_158799907581261189,a6KreVm,neutral,0
c_158799907678962774,avz2BjM,negative,-1
c_158799907955215965,aZyqvjz,positive,1
c_158799909230943586,aBm9jpA,neutral,0
c_158799910054549135,aP76zeG,neutral,0
c_158799911159396762,aoPmqen,positive,1
c_158799911217636442,aLw6O7v,neutral,0
c_158799911558201033,aLw6O7v,neutral,0
c_158799912565631642,avz2BjM,negative,-1
c_158799913579519639,a7WvmxL,positive,1
c_158799914476809278,aVwj9Qy,neutral,0
c_158799915394154713,aO7oAnR,neutral,0
c_158799917288788923,aO7oAnR,negative,-1
c_158799917584854313,aLw6O7v,negative,-1
c_158799917782356256,amvqOLy,neutral,0
c_158799917811076079,arV1rKp,neutral,0
c_158799918048053840,aBm9jeO,neutral,0
c_158799918399081007,amvqn9X,negative,-1
c_158799918414597286,a43pmDQ,negative,-1
c_158799918865792163,a6Kr3Pb,positive,1
c_158799920627124723,aLw6rQ6,positive,1
c_158799921027802852,aVwj9bK,neutral,0
c_158799921225859189,agArpw1,positive,1
c_158799921386252193,a9njZeL,neutral,0
c_158799921572657594,aeDKqDp,positive,1
c_158799921758114697,aP76zzB,neutral,0
c_158799922553246819,aeDKqrB,negative,-1
c_158799922613697928,aVwj93d,positive,1
c_158799922852257285,a8GdQvd,negative,-1
c_158799923178778925,aLw6O7v,negative,-1
c_158799923322873511,azm74vb,negative,-1
c_158799923617718941,ayeEzpM,positive,1
c_158799923623695315,arV1D9d,neutral,0
c_158799923818691809,a5Wpy9q,negative,-1
c_158799924343879449,aXgZm62,neutral,0
c_158799924648831671,aP76zwg,neutral,0
c_158799924728947688,agArp9q,neutral,0
c_158799925445431370,a1Wpq3b,negative,-1
c_158799926078316443,aGdKrGK,positive,1
c_158799926549289264,avz2mXZ,positive,1
c_158799926750317501,a3wve3v,negative,-1
c_158799927401633173,aVwj2bv,neutral,0
c_158799927458809215,aXgZ28b,negative,-1
c_158799928586721643,aBm9j71,neutral,0
c_158799928651301468,awBNv2Q,neutral,0
c_158799929587441083,aLw6O7v,neutral,0
c_158799929649612886,aP76zzB,neutral,0
c_158799929875912350,a7WvG8L,neutral,0
c_158799930541169434,azm7vMm,neutral,0
c_158799930616789801,aR764LG,negative,-1
c_158799931027093747,aVwjxKO,neutral,0
c_158799931418758225,a43pr96,neutral,0
c_158799931533793669,aD4RMPK,neutral,0
c_158799932061911640,aLw6O7v,negative,-1
c_158799932345272308,aD4RPy7,neutral,0
c_158799933987693624,aGdKrYG,positive,1
c_158799934691017453,amvqbZ2,positive,1
c_158799935257337723,aQd6NGW,positive,1
c_158799935832931243,aGdK66X,positive,1
c_158799936739094347,an4eW10,positive,1
c_158799938307547822,a9nj4oL,neutral,0
c_158799938612901118,aLw6O7v,negative,-1
c_158799939080072654,a7Wv69L,neutral,0
c_158799940065233020,avz2mV5,positive,1
c_158799942687414600,a8Gdn7Q,neutral,0
c_158799942765743447,aGdK66X,neutral,0
c_158799942963604768,aO7oAXN,neutral,0
c_158799944070969955,aD4RMPK,neutral,0
c_158799944287486725,aLw6OZv,neutral,0
c_158799944787696009,a9nj4oL,negative,-1
c_158799946283348006,aZyqrzp,negative,-1
c_158799947037648278,a9njVNW,negative,-1
c_158799947056406344,aXgZm62,positive,1
c_158799947230222082,aeDKqrB,neutral,0
c_158799948584555275,aQd6ynw,negative,-1
c_158799948690428532,aBm9bLA,negative,-1
c_158799949031178850,aD4Rq1B,negative,-1
c_158799949389987117,aP76zeG,neutral,0
c_158799950908852849,aeDKqrB,negative,-1
c_158799951259478416,an4edZE,positive,1
c_158799952486276368,a2WEjB9,neutral,0
c_158799952724433178,a43pxX1,neutral,0
c_158799952881964596,a9nj4oL,negative,-1
c_158799953601426061,a43pr7Q,negative,-1
c_158799954999251805,azm7o8m,neutral,0
c_158799955866093419,abG3L68,neutral,0
c_158799956322385913,aVwj93d,positive,1
c_158799956841026257,amvqbno,positive,1
c_158799956982282638,aBm9jpA,neutral,0
c_158799957240156465,a8GdpLV,negative,-1
c_158799958070105959,aGdK66X,negative,-1
c_158799959315255074,aoPmGwm,neutral,0
c_158799959472908927,aO7oAnR,neutral,0
c_158799960311886380,arV1DWp,negative,-1
c_158799960695972588,aAeBqop,neutral,0
c_158799960774354010,aLw6OZv,neutral,0
c_158799960877589628,arV1DKd,neutral,0
c_158799961015856228,ax9EeLn,neutral,0
c_158799961492517113,a6Krxdq,negative,-1
c_158799961512182537,aLw6NOM,neutral,0
c_158799961740313049,adVyNWB,neutral,0
c_158799961779202994,an4e8bb,negative,-1
c_158799962168608489,aeDKyZq,positive,1
c_158799962479728706,aD4RPy7,neutral,0
c_158799962567512623,a2WE98w,neutral,0
c_158799964072079956,avz2XoE,negative,-1
c_158799964234567851,amvqKz9,neutral,0
c_158799964264947077,aLw6rQ6,neutral,0
c_158799964671089059,a6KreON,positive,1
c_158799965393534920,aNgmGK3,negative,-1
c_158799965617061809,aVwj9Qy,negative,-1
c_158799966342207593,amvqORy,neutral,0
c_158799968285734124,aD4RNDO,positive,1
c_158799968924129025,a9nj4Pj,negative,-1
c_158799969061013506,a3wvnKv,negative,-1
c_158799969429035794,a2WE98w,positive,1
c_158799969931596293,apGKn2p,positive,1
c_158799970074181429,arV1DKd,neutral,0
c_158799970097925791,aVwj93d,negative,-1
c_158799970117301221,aBm9jpA,negative,-1
c_158799971411518080,aVwj9Qy,neutral,0
c_158799971750905881,a8GdQrY,neutral,0
c_158799972348036575,a6Krebm,neutral,0
c_158799972727296677,a0Nvx2L,positive,1
c_158799972882357716,a9nj82m,negative,-1
c_158799974019739678,aoPmDj2,neutral,0
c_158799974236183279,a6Kr4WA,neutral,0
c_158799974293668444,arV1DKd,neutral,0
c_158799974692398624,avz2BRE,positive,1
c_158799976009916411,amvqOzv,neutral,0
c_158799976799185622,aNgm8Y0,negative,-1
c_158799978184214753,amvqdwX,neutral,0
c_158799978303637185,aBm9b72,neutral,0
c_158799978412928344,aBm9jeO,negative,-1
c_158799979434766979,a7WvA9q,neutral,0
c_158799979571977500,a8GdvRd,neutral,0
c_158799979716125550,aWxBddn,negative,-1
c_158799980148464225,a0Nvx2L,neutral,0
c_158799980150975255,a6KreON,positive,1
c_158799980817725117,aXgZdwD,neutral,0
c_158799981548927183,a7Wvbrz,neutral,0
c_158799983018696544,azm7vMm,neutral,0
c_158799983139822448,a0Nvx2L,negative,-1
c_158799984332471884,aeDKyZq,positive,1
c_158799984366382629,avz2B0q,neutral,0
c_158799984419907467,a8GdXoY,neutral,0
c_158799986488654134,aAeBqDg,neutral,0
c_158799986855115280,aK748YZ,neutral,0
c_158799986868285897,agAr6p6,neutral,0
c_158799986962458065,azm7Dop,negative,-1
c_158799986990737364,a6Kr4WA,neutral,0
c_158799989290218740,aBm9jpA,neutral,0
c_158799989494434056,ax9E4Mn,positive,1
c_158799990388572634,aQd6AG2,neutral,0
c_158799991058289044,aBm9b72,neutral,0
c_158799991780157906,a5Wp9xy,negative,-1
c_158799991946916486,a6Kr4WA,neutral,0
c_158799991989922954,azm7vEN,neutral,0
c_158799992312093409,a8GdXBV,positive,1
c_158799993546468893,a43pn4v,neutral,0
c_158799994033355857,aD4RNPx,positive,1
c_158799994067274145,aLw6OZv,negative,-1
c_158799994174066460,aD4Rq97,neutral,0
c_158799994673057437,aBm9bAQ,positive,1
c_158799995349232638,aP76zwg,neutral,0
c_158799996295944137,a2WENKw,neutral,0
c_158799997855163953,a3wvxyr,positive,1
c_158799997955216028,aGdKLQ6,neutral,0
c_158799998658473489,aWxBN1n,positive,1
c_158799999372074153,aVwj9Xy,neutral,0
c_158800000829038062,azm7D3j,negative,-1
c_158800001442997922,avz24Vn,neutral,0
c_158800002630382679,apGKnXW,positive,1
c_158800002920247206,avz2B2E,negative,-1
c_158800003857104489,an4e0q5,neutral,0
c_158800004806655187,abG3KDE,neutral,0
c_158800004875394925,aeDKeMb,neutral,0
c_158800005418247999,aR767NM,neutral,0
c_158800005491811670,a2WE9oY,neutral,0
c_158800005889216511,a5Wp5Ag,neutral,0
c_158800005955428809,aVwj93d,negative,-1
c_158800006851804528,aVwj9Xy,positive,1
c_158800007598253329,ax9EeMp,neutral,0
c_158800008479022436,aQd6DEK,neutral,0
c_158800010323517762,aVwjLPy,neutral,0
c_158800010332155988,an4e8EB,positive,1
c_158800010746072166,amvqbx4,neutral,0
c_158800010874491552,aNgmGK3,neutral,0
c_158800011147438816,aMxeDb6,neutral,0
c_158800011536314174,aVwj93d,negative,-1
c_158800011556882954,aXgZdwD,positive,1
c_158800013221879554,aQd6BPz,positive,1
c_158800013269981830,aD4Rq1B,neutral,0
c_158800014971546883,ax9EeXp,neutral,0
c_158800015660335572,arV1zNd,negative,-1
c_158800015736175105,a9nj4oL,positive,1
c_158800015793703865,a2WE9oY,neutral,0
c_158800016172435726,apGKV3M,neutral,0
c_158800017650647133,ax9EeLn,positive,1
c_158800019408256743,a8GdvRd,neutral,0
c_158800019821171040,a1WpB58,negative,-1
c_158800020309629211,aGdKr30,positive,1
c_158800020448328533,a2WEjB9,neutral,0
c_158800020514206030,avz2BjM,neutral,0
c_158800020595683763,aGdKr30,neutral,0
c_158800021164861060,aAeBLbg,positive,1
c_158800021804312657,aWxBe7q,neutral,0
c_158800022148159501,awBNPoB,neutral,0
c_158800022577863208,aeDKqDp,negative,-1
c_158800022899637763,aD4Rq1B,neutral,0
c_158800023754176646,a9njVNW,neutral,0
c_158800024503991341,arV1DKd,negative,-1
c_158800024697754699,arV1DKd,negative,-1
c_158800024804524549,aGdKrn6,neutral,0
c_158800025336076205,avz24Vn,positive,1
c_158800026066395552,an4egp0,neutral,0
c_158800026103834851,aBm9b72,positive,1
c_158800026523118941,azm7B6z,neutral,0
c_158800026637751120,aZyqV4W,positive,1
c_158800026736935545,aQd6BPz,neutral,0
c_158800026963929203,an4edr0,positive,1
c_158800027023339624,aO7oGZ2,positive,1
c_158800027271227355,aLw6O7v,positive,1
c_158800029119159138,a6KreON,negative,-1
c_158800029120451240,a1Wpq9D,negative,-1
c_158800029897729760,avz243O,neutral,0
c_158800030682201915,a8Gd6R3,neutral,0
c_158800030895513894,aGdK66X,negative,-1
c_158800031264837424,a7WvPZw,neutral,0
c_158800031689017071,a1WpxN6,neutral,0
c_158800032110121422,aVwj4y8,positive,1
c_158800032606302035,aAeBLzR,positive,1
c_158800033004862691,a2WE98w,negative,-1
c_158800033091689030,ayeEvPy,negative,-1
c_158800033517801676,a0NvWRv,neutral,0
c_158800033849891057,agAr6p6,neutral,0
c_158800034126729464,awBN9qB,neutral,0
c_158800035272974933,agArp9q,neutral,0
c_158800035881353090,a2WEjB9,positive,1
c_158800036257304594,aBm9bAQ,neutral,0
c_158800037779254891,ayeEmLy,negative,-1
c_158800038174782282,avz2DxW,negative,-1
c_158800038224434353,an4e8EB,positive,1
c_158800038278591528,a9nj4MZ,negative,-1
c_158800038521934959,a9nj4Pj,negative,-1
c_158800038867239242,ax9EQxK,neutral,0
c_158800039583122428,aGdKNZZ,neutral,0
c_158800040455555264,arV1ddB,negative,-1
c_158800040676713134,avz2XLW,neutral,0
c_158800040788918749,aQd6B3K,neutral,0
c_158800041507805996,aD4RGzx,negative,-1
c_158800041536988644,aQd6DEK,neutral,0
c_158800042902772718,aQd6DEK,neutral,0
c_158800043223663228,aO7oAXN,negative,-1
c_158800045484623108,arV1rG7,neutral,0
c_158800045717381339,avz2BVd,positive,1
c_158800047126127205,aeDKqDp,negative,-1
c_158800047664813853,aGdK66X,negative,-1
c_158800048570519059,aO7oAXN,neutral,0
c_158800050114279713,a7Wvmeb,neutral,0
c_158800051135048056,aVwj9GK,negative,-1
c_158800051735788150,aGdK66X,positive,1
c_158800052174726956,aP76zLP,neutral,0
c_158800052400209538,aBm9jpA,negative,-1
c_158800054631172519,a2WEjB9,negative,-1
c_158800055448393016,aGdKrYG,positive,1
c_158800056297151697,abG3Lrv,neutral,0
c_158800056423391053,aeDKqrB,negative,-1
c_158800057654497249,a8GdXBV,neutral,0
c_158800057845015657,ax9EeMp,negative,-1
c_158800058642861542,a0NvDLn,positive,1
c_158800061523808309,awBNDNB,neutral,0
c_158800061524775029,a1WpBq2,negative,-1
c_158800061831015478,amvqyqd,negative,-1
c_158800062184105338,aNgmGK3,neutral,0
c_158800064988377885,aGdKr30,positive,1
c_158800065393586238,aEPdjoM,neutral,0
c_158800065420589223,a43pr7Q,positive,1
c_158800066384081284,a43pr7Q,negative,-1
c_158800066979684482,aoPmGEX,negative,-1
c_158800067138347709,aEPdbvn,neutral,0
c_158800067716924989,a5Wp9xy,neutral,0
c_158800067736585680,aLw6OZv,neutral,0
c_158800068040499403,azm7Dop,positive,1
c_158800068415041041,aP76zBP,neutral,0
c_158800068480955928,aAeBqop,positive,1
c_158800068487555484,aBm9jpA,neutral,0
c_158800068546994038,avz24GW,neutral,0
c_158800070271628597,awBN9qB,negative,-1
c_158800071657476569,aVwj9Qy,negative,-1
c_158800072035921061,aWxBN9d,neutral,0
c_158800072558003719,a1WpB58,negative,-1
c_158800073491167894,ax9EQjW,negative,-1
c_158800073660319573,awBNv78,neutral,0
c_158800073951286531,amvqyqd,neutral,0
c_158800074092902977,amvqOLy,negative,-1
c_158800074337766600,aoPmGEX,neutral,0
c_158800074804864256,amvqOzv,neutral,0
c_158800074808517374,aGdKr30,neutral,0
c_158800074837109841,a7WvPnm,neutral,0
c_158800075083146504,aQd6DEK,negative,-1
c_158800075488025993,aWxBddn,neutral,0
c_158800075907151901,agArZzv,negative,-1
c_158800076125414248,aQd6BPz,positive,1
